id,Machine failure
136429,0.0002504207267307329
136430,0.0005060467167899015
136431,0.0003070848459883926
136432,0.0001523172119307885
136433,0.0010649707291396234
136434,0.00034660964771410414
136435,0.0007063470505905332
136436,0.0007014204845284503
136437,0.0006341110294412098
136438,0.00013024776272842084
136439,0.0036804577730271196
136440,0.00045244594072732747
136441,0.0008351163355582067
136442,0.00015706930387085445
136443,0.00047245983472887
136444,0.001510237993950848
136445,0.00014431120214635417
136446,0.9757632824580996
136447,7.404115303021807e-05
136448,0.00029099231302115414
136449,0.0010704312508819488
136450,0.00048334137492324884
136451,0.0014315925661644948
136452,0.04609130628485825
136453,0.0013168650038911124
136454,0.00011922181754613328
136455,0.00016317418609693314
136456,0.0003323745110980412
136457,0.00021163642966843003
136458,0.0023665183602136273
136459,0.018228690827755835
136460,0.00044055264207059
136461,0.00014420748680959918
136462,0.02483015444584884
136463,0.01497638074069669
136464,0.0009345071868189034
136465,0.000418920676069726
136466,0.001367567854487076
136467,0.0026198640823265353
136468,0.0009065260257157681
136469,0.0020710506518964757
136470,0.0001966191926559194
136471,0.02359704555261856
136472,0.00017802157269853936
136473,0.0011977026160771586
136474,0.0006273474077588221
136475,0.0021717173612644624
136476,0.014723907377101227
136477,0.0010228113909644845
136478,0.0016742560965266771
136479,0.004022904900045673
136480,0.003282255196590091
136481,0.0011131306678179586
136482,0.05057584232965725
136483,0.0024665320170721584
136484,0.00022892565278822267
136485,0.0006861885459909497
136486,0.00010124268538161571
136487,6.610822852269237e-05
136488,0.002611382719826971
136489,0.000882381656057667
136490,0.01115681608852477
136491,0.009348745431358354
136492,0.0001991337618268119
136493,0.0014639929778091983
136494,0.0002912914847086173
136495,0.0005466567306185413
136496,0.0010226179216229004
136497,0.0004137978775952144
136498,0.002845126176871037
136499,0.00016675361742878982
136500,0.0011019244938464856
136501,0.0015681534648763536
136502,0.002441066749869642
136503,0.0024783634601951224
136504,0.002689371867441383
136505,0.0005109463671627533
136506,0.0022292397998572807
136507,0.001076340022029075
136508,0.0030508421849175247
136509,0.0014566781108247757
136510,2.6469336493490458e-05
136511,0.0005278132281758745
136512,0.00011958119543734244
136513,0.000876921258254191
